,title,author,rank,isbn,weeks_on_list,dagger,published_date
10074,THE LOVE HYPOTHESIS,Ali Hazelwood,10,9780593336823,8,0,2022-01-23
10075,THE MAID,Nita Prose,11,9780593356159,1,0,2022-01-23
10076,THE LAST THING HE TOLD ME,Laura Dave,12,9781501171345,29,0,2022-01-23
10077,WISH YOU WERE HERE,Jodi Picoult,13,9781984818416,6,0,2022-01-23
10078,PEOPLE WE MEET ON VACATION,Emily Henry,14,9781984806758,20,0,2022-01-23
10079,THE STARLESS CROWN,James Rollins,15,9781250842510,1,0,2022-01-23
10080,IT ENDS WITH US,Colleen Hoover,1,9781501110368,31,0,2022-01-30
10081,SOMETHING TO HIDE,Elizabeth George,2,9780593296851,1,0,2022-01-30
10082,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,3,9781501161933,29,0,2022-01-30
10083,VERITY,Colleen Hoover,4,9781538724736,6,0,2022-01-30
10084,THE MAID,Nita Prose,5,9780593356159,2,0,2022-01-30
10085,THE HORSEWOMAN,James Patterson and Mike Lupica,6,9780316499774,1,0,2022-01-30
10086,UGLY LOVE,Colleen Hoover,7,9781476753188,3,0,2022-01-30
10087,THE LINCOLN HIGHWAY,Amor Towles,8,9780735222359,15,0,2022-01-30
10088,TO PARADISE,Hanya Yanagihara,9,9780385547932,1,0,2022-01-30
10089,THE JUDGE'S LIST,John Grisham,10,9780385546027,13,0,2022-01-30
10090,THE LAST THING HE TOLD ME,Laura Dave,11,9781501171345,30,0,2022-01-30
10091,WISH YOU WERE HERE,Jodi Picoult,12,9781984818416,7,0,2022-01-30
10092,THE MIDNIGHT LIBRARY,Matt Haig,13,9780525559474,50,0,2022-01-30
10093,THE LOVE HYPOTHESIS,Ali Hazelwood,14,9780593336823,9,0,2022-01-30
10094,END OF DAYS,Brad Taylor,15,9780062886125,1,0,2022-01-30
10095,IT ENDS WITH US,Colleen Hoover,1,9781501110368,32,0,2022-02-06
10096,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,2,9781501161933,30,0,2022-02-06
10097,VERITY,Colleen Hoover,3,9781538724736,7,0,2022-02-06
10098,ONE STEP TOO FAR,Lisa Gardner,4,9780593185421,1,0,2022-02-06
10099,UGLY LOVE,Colleen Hoover,5,9781476753188,4,0,2022-02-06
10100,THE MAID,Nita Prose,6,9780593356159,3,0,2022-02-06
10101,THE LINCOLN HIGHWAY,Amor Towles,7,9780735222373,16,0,2022-02-06
10102,THE MIDNIGHT LIBRARY,Matt Haig,8,9780525559474,51,0,2022-02-06
10103,NOVEMBER 9,Colleen Hoover,9,9781501110344,2,0,2022-02-06
10104,THE LAST THING HE TOLD ME,Laura Dave,10,9781501171345,31,0,2022-02-06
10105,LIGHTNING IN A MIRROR,Jayne Ann Krentz,11,9780593337776,1,0,2022-02-06
10106,THE JUDGE'S LIST,John Grisham,12,9780385546027,14,0,2022-02-06
10107,ELECTRIC IDOL,Katee Robert,13,9781728231761,1,0,2022-02-06
10108,THE LOVE HYPOTHESIS,Ali Hazelwood,14,9780593336823,10,0,2022-02-06
10109,WISH YOU WERE HERE,Jodi Picoult,15,9781984818416,8,0,2022-02-06
10110,IT ENDS WITH US,Colleen Hoover,1,9781501110368,33,0,2022-02-13
10111,VERITY,Colleen Hoover,2,9781538724736,8,0,2022-02-13
10112,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,3,9781501161933,31,0,2022-02-13
10113,SAVAGE ROAD,Christine Feehan,4,9780593437377,1,0,2022-02-13
10114,UGLY LOVE,Colleen Hoover,5,9781476753188,5,0,2022-02-13
10115,THE MAID,Nita Prose,6,9780593356159,4,0,2022-02-13
10116,THE LINCOLN HIGHWAY,Amor Towles,7,9780735222373,17,0,2022-02-13
10117,THE MIDNIGHT LIBRARY,Matt Haig,8,9780525559474,52,0,2022-02-13
10118,THE LAST THING HE TOLD ME,Laura Dave,9,9781501171345,32,0,2022-02-13
10119,THE MAGNOLIA PALACE,Fiona Davis,10,9780593184028,1,0,2022-02-13
10120,THE JUDGE'S LIST,John Grisham,11,9780385546027,15,0,2022-02-13
10121,VIOLETA,Isabel Allende,12,9780593496206,1,0,2022-02-13
10122,THE LOVE HYPOTHESIS,Ali Hazelwood,13,9780593336823,11,0,2022-02-13
10123,THE HORSEWOMAN,James Patterson and Mike Lupica,14,9780316499774,2,0,2022-02-13
10124,WHERE THE CRAWDADS SING,Delia Owens,15,9780735219106,149,0,2022-02-13
10125,IT ENDS WITH US,Colleen Hoover,1,9781501110368,34,0,2022-02-20
10126,VERITY,Colleen Hoover,2,9781538724736,9,0,2022-02-20
10127,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,3,9781501161933,32,0,2022-02-20
10128,UGLY LOVE,Colleen Hoover,4,9781476753188,6,0,2022-02-20
10129,THE MAID,Nita Prose,5,9780593356166,5,0,2022-02-20
10130,THE LINCOLN HIGHWAY,Amor Towles,6,9780735222373,18,0,2022-02-20
10131,THE MIDNIGHT LIBRARY,Matt Haig,7,9780525559474,53,0,2022-02-20
10132,BLACK CAKE,Charmaine Wilkerson,8,9780593358337,1,0,2022-02-20
10133,THE LOVE HYPOTHESIS,Ali Hazelwood,9,9780593336823,12,0,2022-02-20
10134,THE LAST THING HE TOLD ME,Laura Dave,10,9781501171345,33,0,2022-02-20
10135,THE CHRISTIE AFFAIR,Nina de Gramont,11,9781250274618,1,0,2022-02-20
10136,THE JUDGE'S LIST,John Grisham,12,9780385546027,16,0,2022-02-20
10137,PEOPLE WE MEET ON VACATION,Emily Henry,13,9781984806758,21,0,2022-02-20
10138,WHERE THE CRAWDADS SING,Delia Owens,14,9780735219106,150,0,2022-02-20
10139,ONE STEP TOO FAR,Lisa Gardner,15,9780593185414,2,0,2022-02-20
10140,ABANDONED IN DEATH,J.D. Robb,1,9781250278227,1,0,2022-02-27
10141,IT ENDS WITH US,Colleen Hoover,2,9781501110368,35,0,2022-02-27
10142,CITY OF THE DEAD,Jonathan Kellerman,3,9780525618591,1,0,2022-02-27
10143,VERITY,Colleen Hoover,4,9781538724736,10,0,2022-02-27
10144,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,5,9781501161933,33,0,2022-02-27
10145,UGLY LOVE,Colleen Hoover,6,9781476753188,7,0,2022-02-27
10146,THE LOVE HYPOTHESIS,Ali Hazelwood,7,9780593336823,13,0,2022-02-27
10147,STEAL,James Patterson and Howard Roughan,8,9781538703533,1,0,2022-02-27
10148,THE MIDNIGHT LIBRARY,Matt Haig,9,9780525559474,54,0,2022-02-27
10149,THE MAID,Nita Prose,10,9780593356166,6,0,2022-02-27
10150,THE LINCOLN HIGHWAY,Amor Towles,11,9780735222359,19,0,2022-02-27
10151,DARK HORSE,Gregg Hurwitz,12,9781250252319,1,0,2022-02-27
10152,THE SPANISH LOVE DECEPTION,Elena Armas,13,9781668002520,1,0,2022-02-27
10153,THE LAST THING HE TOLD ME,Laura Dave,14,9781501171345,34,0,2022-02-27
10154,PEOPLE WE MEET ON VACATION,Emily Henry,15,9781984806758,22,0,2022-02-27
10155,HOUSE OF SKY AND BREATH,Sarah J. Maas,1,9781635574074,1,0,2022-03-06
10156,IT ENDS WITH US,Colleen Hoover,2,9781501110368,36,0,2022-03-06
10157,DIABLO MESA,Douglas Preston and Lincoln Child,3,9781538736739,1,0,2022-03-06
10158,SIERRA SIX,Mark Greaney,4,9780593099001,1,0,2022-03-06
10159,VERITY,Colleen Hoover,5,9781538724736,11,0,2022-03-06
10160,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,34,0,2022-03-06
10161,ABANDONED IN DEATH,J.D. Robb,7,9781250278227,2,0,2022-03-06
10162,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,8,9781635577020,3,0,2022-03-06
10163,THE LINCOLN HIGHWAY,Amor Towles,9,9780735222359,20,0,2022-03-06
10164,THE MAID,Nita Prose,10,9780593356166,7,0,2022-03-06
10165,UGLY LOVE,Colleen Hoover,11,9781476753188,8,0,2022-03-06
10166,THE LOVE HYPOTHESIS,Ali Hazelwood,12,9780593336823,14,0,2022-03-06
10167,THE MIDNIGHT LIBRARY,Matt Haig,13,9780525559474,55,0,2022-03-06
10168,THE CHRISTIE AFFAIR,Nina de Gramont,14,9781250274618,2,0,2022-03-06
10169,THE LAST THING HE TOLD ME,Laura Dave,15,9781501171345,35,0,2022-03-06
10170,THE PARIS APARTMENT,Lucy Foley,1,9780063003057,1,0,2022-03-13
10171,IT ENDS WITH US,Colleen Hoover,2,9781501110368,37,0,2022-03-13
10172,VERITY,Colleen Hoover,3,9781538724736,12,0,2022-03-13
10173,HOUSE OF SKY AND BREATH,Sarah J. Maas,4,9781635574074,2,0,2022-03-13
10174,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,5,9781501161933,35,0,2022-03-13
10175,NOTHING TO LOSE,J.A. Jance,6,9780063010079,1,0,2022-03-13
10176,THE LOVE HYPOTHESIS,Ali Hazelwood,7,9780593336823,15,0,2022-03-13
10177,THE LINCOLN HIGHWAY,Amor Towles,8,9780735222359,21,0,2022-03-13
10178,THE MAID,Nita Prose,9,9780593356166,8,0,2022-03-13
10179,WISH YOU WERE HERE,Jodi Picoult,10,9781984818423,9,0,2022-03-13
10180,CARAMEL PECAN ROLL MURDER,Joanne Fluke,11,9781496736109,1,0,2022-03-13
10181,THE MIDNIGHT LIBRARY,Matt Haig,12,9780525559474,56,0,2022-03-13
10182,THE LAST THING HE TOLD ME,Laura Dave,13,9781501171345,36,0,2022-03-13
10183,UGLY LOVE,Colleen Hoover,14,9781476753188,9,0,2022-03-13
10184,WHERE THE CRAWDADS SING,Delia Owens,15,9780735219106,151,0,2022-03-13
10185,"HOOK, LINE, AND SINKER",Tessa Bailey,1,9780063045699,1,0,2022-03-20
10186,IT ENDS WITH US,Colleen Hoover,2,9781501110368,38,0,2022-03-20
10187,THE PARIS APARTMENT,Lucy Foley,3,9780063003057,2,0,2022-03-20
10188,VERITY,Colleen Hoover,4,9781538724736,13,0,2022-03-20
10189,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,5,9781501161933,36,0,2022-03-20
10190,PHANTOM GAME,Christine Feehan,6,9780593439098,1,0,2022-03-20
10191,HOUSE OF SKY AND BREATH,Sarah J. Maas,7,9781635574074,3,0,2022-03-20
10192,ONE ITALIAN SUMMER,Rebecca Serle,8,9781982166793,1,0,2022-03-20
10193,UGLY LOVE,Colleen Hoover,9,9781476753188,10,0,2022-03-20
10194,THE LOVE HYPOTHESIS,Ali Hazelwood,10,9780593336823,16,0,2022-03-20
10195,SOOLEY,John Grisham,11,9780593359532,9,0,2022-03-20
10196,THE MAID,Nita Prose,12,9780593356159,9,0,2022-03-20
10197,THE LINCOLN HIGHWAY,Amor Towles,13,9780735222359,22,0,2022-03-20
10198,THE ATLAS SIX,Olivie Blake,14,9781250854513,1,0,2022-03-20
10199,THE CLUB,Ellery Lloyd,15,9780062997425,1,0,2022-03-20
10200,"RUN, ROSE, RUN",Dolly Parton and James Patterson,1,9780759554344,1,0,2022-03-27
10201,SHADOWS REEL,C.J. Box,2,9780593331279,1,0,2022-03-27
10202,IT ENDS WITH US,Colleen Hoover,3,9781501110368,39,0,2022-03-27
10203,HIGH STAKES,Danielle Steel,4,9781984821713,1,0,2022-03-27
10204,VERITY,Colleen Hoover,5,9781538724736,14,0,2022-03-27
10205,THE PARIS APARTMENT,Lucy Foley,6,9780063003057,3,0,2022-03-27
10206,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,7,9781501161933,37,0,2022-03-27
10207,THE GOLDEN COUPLE,Greer Hendricks and Sarah Pekkanen,8,9781250273208,1,0,2022-03-27
10208,THE LIGHTNING ROD,Brad Meltzer,9,9780062892423,1,0,2022-03-27
10209,ONE ITALIAN SUMMER,Rebecca Serle,10,9781982166793,2,0,2022-03-27
10210,THE LOVE HYPOTHESIS,Ali Hazelwood,11,9780593336823,17,0,2022-03-27
10211,PEOPLE WE MEET ON VACATION,Emily Henry,12,9781984806758,23,0,2022-03-27
10212,THE MIDNIGHT LIBRARY,Matt Haig,13,9780525559474,57,0,2022-03-27
10213,THE LINCOLN HIGHWAY,Amor Towles,14,9780735222373,23,0,2022-03-27
10214,THE MAID,Nita Prose,15,9780593356166,10,0,2022-03-27
10215,THE MATCH,Harlan Coben,1,9781538748336,1,0,2022-04-03
10216,"RUN, ROSE, RUN",Dolly Parton and James Patterson,2,9780759554344,2,0,2022-04-03
10217,IT ENDS WITH US,Colleen Hoover,3,9781501110368,40,0,2022-04-03
10218,VERITY,Colleen Hoover,4,9781538724736,15,0,2022-04-03
10219,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,5,9781501161933,38,0,2022-04-03
10220,SHADOWS REEL,C.J. Box,6,9780593331262,2,0,2022-04-03
10221,THE PARIS APARTMENT,Lucy Foley,7,9780063003057,4,0,2022-04-03
10222,THE MAID,Nita Prose,8,9780593356166,11,0,2022-04-03
10223,GIVE UNTO OTHERS,Donna Leon,9,9780802159410,1,0,2022-04-03
10224,THE KAIJU PRESERVATION SOCIETY,John Scalzi,10,9780765389138,1,0,2022-04-03
10225,NOVEMBER 9,Colleen Hoover,11,9781501110344,3,0,2022-04-03
10226,THE LIGHTNING ROD,Brad Meltzer,12,9780062892409,2,0,2022-04-03
10227,WHERE THE CRAWDADS SING,Delia Owens,13,9780735219106,152,0,2022-04-03
10228,THE LOVE HYPOTHESIS,Ali Hazelwood,14,9780593336823,18,0,2022-04-03
10229,ONE ITALIAN SUMMER,Rebecca Serle,15,9781982166793,3,0,2022-04-03
10230,WHERE THE CRAWDADS SING,Delia Owens,1,9780735219106,153,0,2022-04-10
10231,"RUN, ROSE, RUN",Dolly Parton and James Patterson,2,9780759554344,3,0,2022-04-10
10232,THE RECOVERY AGENT,Janet Evanovich,3,9781982154943,1,0,2022-04-10
10233,IT ENDS WITH US,Colleen Hoover,4,9781501110368,41,0,2022-04-10
10234,VERITY,Colleen Hoover,5,9781538724736,16,0,2022-04-10
10235,A SAFE HOUSE,Stuart Woods,6,9780593331767,1,0,2022-04-10
10236,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,7,9781501161933,39,0,2022-04-10
10237,A SUNLIT WEAPON,Jacqueline Winspear,8,9780063142282,1,0,2022-04-10
10238,FRENCH BRAID,Anne Tyler,9,9780593321102,1,0,2022-04-10
10239,THE MATCH,Harlan Coben,10,9781538748282,2,0,2022-04-10
10240,THE PARIS APARTMENT,Lucy Foley,11,9780063003057,5,0,2022-04-10
10241,UGLY LOVE,Colleen Hoover,12,9781476753188,11,0,2022-04-10
10242,NOVEMBER 9,Colleen Hoover,13,9781501110344,4,0,2022-04-10
10243,SHADOWS REEL,C.J. Box,14,9780593331262,3,0,2022-04-10
10244,THE LOVE HYPOTHESIS,Ali Hazelwood,15,9780593336823,19,0,2022-04-10
10245,WHERE THE CRAWDADS SING,Delia Owens,1,9780735219106,154,0,2022-04-17
10246,"RUN, ROSE, RUN",Dolly Parton and James Patterson,2,9780759554344,4,0,2022-04-17
10247,THE VISCOUNT WHO LOVED ME,Julia Quinn,3,9780062424075,12,0,2022-04-17
10248,IT ENDS WITH US,Colleen Hoover,4,9781501110368,42,0,2022-04-17
10249,VERITY,Colleen Hoover,5,9781538724736,17,0,2022-04-17
10250,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,6,9780525539681,1,0,2022-04-17
10251,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,7,9781501161933,40,0,2022-04-17
10252,THE DUKE AND I,Julia Quinn,8,9780062424037,16,0,2022-04-17
10253,THE DIAMOND EYE,Kate Quinn,9,9780062943514,1,0,2022-04-17
10254,UGLY LOVE,Colleen Hoover,10,9781476753188,12,0,2022-04-17
10255,AN OFFER FROM A GENTLEMAN,Julia Quinn,11,9780062424082,4,0,2022-04-17
10256,THE RECOVERY AGENT,Janet Evanovich,12,9781982154912,2,0,2022-04-17
10257,THE PARIS APARTMENT,Lucy Foley,13,9780063003057,6,0,2022-04-17
10258,ROMANCING MISTER BRIDGERTON,Julia Quinn,14,9780062424105,7,0,2022-04-17
10259,NOVEMBER 9,Colleen Hoover,15,9781501110344,5,0,2022-04-17
10260,IT ENDS WITH US,Colleen Hoover,1,9781501110368,43,0,2022-04-24
10261,WHERE THE CRAWDADS SING,Delia Owens,2,9780735219106,155,0,2022-04-24
10262,SEA OF TRANQUILITY,Emily St. John Mandel,3,9780593321447,1,0,2022-04-24
10263,VERITY,Colleen Hoover,4,9781538724736,18,0,2022-04-24
10264,"RUN, ROSE, RUN",Dolly Parton and James Patterson,5,9780759554344,5,0,2022-04-24
10265,THE VISCOUNT WHO LOVED ME,Julia Quinn,6,9780062424075,13,0,2022-04-24
10266,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,7,9781501161933,41,0,2022-04-24
10267,LOVER ARISEN,J.R. Ward,8,9781982180010,1,0,2022-04-24
10268,THE DUKE AND I,Julia Quinn,9,9780063078901,17,0,2022-04-24
10269,UGLY LOVE,Colleen Hoover,10,9781476753188,13,0,2022-04-24
10270,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,11,9780525539674,2,0,2022-04-24
10271,THE PARIS APARTMENT,Lucy Foley,12,9780063003057,7,0,2022-04-24
10272,THE CANDY HOUSE,Jennifer Egan,13,9781476716763,1,0,2022-04-24
10273,NOVEMBER 9,Colleen Hoover,14,9781501110344,6,0,2022-04-24
10274,AN OFFER FROM A GENTLEMAN,Julia Quinn,15,9780062424082,5,0,2022-04-24
10275,THE INVESTIGATOR,John Sandford,1,9780593328699,1,0,2022-05-01
10276,IT ENDS WITH US,Colleen Hoover,2,9781501110368,44,0,2022-05-01
10277,WHERE THE CRAWDADS SING,Delia Owens,3,9780735219106,156,0,2022-05-01
10278,VERITY,Colleen Hoover,4,9781538724736,19,0,2022-05-01
10279,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,5,9781501161933,42,0,2022-05-01
10280,"RUN, ROSE, RUN",Dolly Parton and James Patterson,6,9780759554344,6,0,2022-05-01
10281,THE SACRED BRIDGE,Anne Hillerman,7,9780062908384,1,0,2022-05-01
10282,UGLY LOVE,Colleen Hoover,8,9781476753188,14,0,2022-05-01
10283,THE VISCOUNT WHO LOVED ME,Julia Quinn,9,9780062424075,14,0,2022-05-01
10284,SEA OF TRANQUILITY,Emily St. John Mandel,10,9780593321447,2,0,2022-05-01
10285,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,11,9780525539674,3,0,2022-05-01
10286,THE DUKE AND I,Julia Quinn,12,9780063078901,18,0,2022-05-01
10287,NOVEMBER 9,Colleen Hoover,13,9781501110344,7,0,2022-05-01
10288,THE PARIS APARTMENT,Lucy Foley,14,9780063003057,8,0,2022-05-01
10289,THE LOVE HYPOTHESIS,Ali Hazelwood,15,9780593336823,20,0,2022-05-01
10290,DREAM TOWN,David Baldacci,1,9781538719787,1,0,2022-05-08
10291,BEAUTIFUL,Danielle Steel,2,9781984821645,1,0,2022-05-08
10292,IT ENDS WITH US,Colleen Hoover,3,9781501110368,45,0,2022-05-08
10293,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,4,9781501161933,43,0,2022-05-08
10294,WHERE THE CRAWDADS SING,Delia Owens,5,9780735219106,157,0,2022-05-08
10295,KINGDOM OF BONES,James Rollins,6,9780062893048,1,0,2022-05-08
10296,VERITY,Colleen Hoover,7,9781538724736,20,0,2022-05-08
10297,DEATH OF THE BLACK WIDOW,James Patterson and J.D. Barker,8,9781538709818,1,0,2022-05-08
10298,THE INVESTIGATOR,John Sandford,9,9780593328699,2,0,2022-05-08
10299,"RUN, ROSE, RUN",Dolly Parton and James Patterson,10,9780759554344,7,0,2022-05-08
10300,UGLY LOVE,Colleen Hoover,11,9781476753188,15,0,2022-05-08
10301,SEA OF TRANQUILITY,Emily St. John Mandel,12,9780593321447,3,0,2022-05-08
10302,PART OF YOUR WORLD,Ab Jimenez,13,9781538704370,1,0,2022-05-08
10303,THE PARIS APARTMENT,Lucy Foley,14,9780063003057,9,0,2022-05-08
10304,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,15,9780525539674,4,0,2022-05-08
10305,IT ENDS WITH US,Colleen Hoover,1,9781501110368,46,0,2022-05-15
10306,DREAM TOWN,David Baldacci,2,9781538719770,2,0,2022-05-15
10307,CITY ON FIRE,Don Winslow,3,9780062851185,1,0,2022-05-15
10308,WHERE THE CRAWDADS SING,Delia Owens,4,9780735219106,158,0,2022-05-15
10309,VERITY,Colleen Hoover,5,9781538724736,21,0,2022-05-15
10310,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,44,0,2022-05-15
10311,SHADOW FIRE,Christine Feehan,7,9780593439128,1,0,2022-05-15
10312,THE GOOD LEFT UNDONE,Adriana Trigiani,8,9780593183328,1,0,2022-05-15
10313,"RUN, ROSE, RUN",Dolly Parton and James Patterson,9,9780759554344,8,0,2022-05-15
10314,THE INVESTIGATOR,John Sandford,10,9780593328699,3,0,2022-05-15
10315,UGLY LOVE,Colleen Hoover,11,9781476753188,16,0,2022-05-15
10316,BETTER OFF DEAD,Lee Child and Andrew Child,12,9781984818539,5,0,2022-05-15
10317,SEA OF TRANQUILITY,Emily St. John Mandel,13,9780593321447,4,0,2022-05-15
10318,NOVEMBER 9,Colleen Hoover,14,9781501110344,8,0,2022-05-15
10319,THE PARIS APARTMENT,Lucy Foley,15,9780063003057,10,0,2022-05-15
10320,BOOK LOVERS,Emily Henry,1,9780593334836,1,0,2022-05-22
10321,22 SECONDS,James Patterson and Maxine Paetro,2,9780316499385,1,0,2022-05-22
10322,IT ENDS WITH US,Colleen Hoover,3,9781501110368,47,0,2022-05-22
10323,WHERE THE CRAWDADS SING,Delia Owens,4,9780735219106,159,0,2022-05-22
10324,VERITY,Colleen Hoover,5,9781538724736,22,0,2022-05-22
10325,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,45,0,2022-05-22
10326,BOOK OF NIGHT,Holly Black,7,9781250812193,1,0,2022-05-22
10327,THE HOMEWRECKERS,Mary Kay Andrews,8,9781250278364,1,0,2022-05-22
10328,DREAM TOWN,David Baldacci,9,9781538719770,3,0,2022-05-22
10329,"RUN, ROSE, RUN",Dolly Parton and James Patterson,10,9780759554344,9,0,2022-05-22
10330,UGLY LOVE,Colleen Hoover,11,9781476753188,17,0,2022-05-22
10331,BETTER OFF DEAD,Lee Child and Andrew Child,12,9781984818539,6,0,2022-05-22
10332,THE BOOK WOMAN'S DAUGHTER,Kim Michele Richardson,13,9781728242590,1,0,2022-05-22
10333,THE INVESTIGATOR,John Sandford,14,9780593328682,4,0,2022-05-22
10334,PEOPLE WE MEET ON VACATION,Emily Henry,15,9781984806758,24,0,2022-05-22
10335,BOOK LOVERS,Emily Henry,1,9780593334836,2,0,2022-05-29
10336,IT ENDS WITH US,Colleen Hoover,2,9781501110368,48,0,2022-05-29
10337,22 SECONDS,James Patterson and Maxine Paetro,3,9780316499378,2,0,2022-05-29
10338,THE SUMMER PLACE,Jennifer Weiner,4,9781501133596,1,0,2022-05-29
10339,WHERE THE CRAWDADS SING,Delia Owens,5,9780735219106,160,0,2022-05-29
10340,VERITY,Colleen Hoover,6,9781538724736,23,0,2022-05-29
10341,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,7,9781501161933,46,0,2022-05-29
10342,BETTER OFF DEAD,Lee Child and Andrew Child,8,9781984818515,7,0,2022-05-29
10343,UGLY LOVE,Colleen Hoover,9,9781476753188,18,0,2022-05-29
10344,DREAM TOWN,David Baldacci,10,9781538719770,4,0,2022-05-29
10345,THE LIONESS,Chris Bohjalian,11,9780385544832,1,0,2022-05-29
10346,"RUN, ROSE, RUN",Dolly Parton and James Patterson,12,9780759554344,10,0,2022-05-29
10347,PEOPLE WE MEET ON VACATION,Emily Henry,13,9781984806758,25,0,2022-05-29
10348,NOVEMBER 9,Colleen Hoover,14,9781501110344,9,0,2022-05-29
10349,THE LOVE HYPOTHESIS,Ali Hazelwood,15,9780593336823,21,0,2022-05-29
10350,IN THE BLOOD,Jack Carr,1,9781982181659,1,0,2022-06-05
10351,BOOK LOVERS,Emily Henry,2,9780593334836,3,0,2022-06-05
10352,IT ENDS WITH US,Colleen Hoover,3,9781501110368,49,0,2022-06-05
10353,WHERE THE CRAWDADS SING,Delia Owens,4,9780735219106,161,0,2022-06-05
10354,VERITY,Colleen Hoover,5,9781538724736,24,0,2022-06-05
10355,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,47,0,2022-06-05
10356,UGLY LOVE,Colleen Hoover,7,9781476753188,19,0,2022-06-05
10357,22 SECONDS,James Patterson and Maxine Paetro,8,9780316499378,3,0,2022-06-05
10358,THIS TIME TOMORROW,Emma Straub,9,9780525539001,1,0,2022-06-05
10359,PEOPLE WE MEET ON VACATION,Emily Henry,10,9781984806758,26,0,2022-06-05
10360,SOMETHING WILDER,Christina Lauren,11,9781982173425,1,0,2022-06-05
10361,DREAM TOWN,David Baldacci,12,9781538719770,5,0,2022-06-05
10362,THE SUMMER PLACE,Jennifer Weiner,13,9781501133572,2,0,2022-06-05
10363,MALIBU RISING,Taylor Jenkins Reid,14,9781524798673,14,0,2022-06-05
10364,BETTER OFF DEAD,Lee Child and Andrew Child,15,9781984818539,8,0,2022-06-05
10365,NIGHTWORK,Nora Roberts,1,9781250278203,1,0,2022-06-12
10366,WHERE THE CRAWDADS SING,Delia Owens,2,9780735219106,162,0,2022-06-12
10367,IT ENDS WITH US,Colleen Hoover,3,9781501110368,50,0,2022-06-12
10368,BOOK LOVERS,Emily Henry,4,9780593334836,4,0,2022-06-12
10369,VERITY,Colleen Hoover,5,9781538724736,25,0,2022-06-12
10370,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,48,0,2022-06-12
10371,UGLY LOVE,Colleen Hoover,7,9781476753188,20,0,2022-06-12
10372,CLIVE CUSSLER'S DARK VECTOR,Graham Brown,8,9780593419687,1,0,2022-06-12
10373,PEOPLE WE MEET ON VACATION,Emily Henry,9,9781984806758,27,0,2022-06-12
10374,NOVEMBER 9,Colleen Hoover,10,9781501110344,10,0,2022-06-12
10375,22 SECONDS,James Patterson and Maxine Paetro,11,9780316499378,4,0,2022-06-12
10376,THE SUMMER PLACE,Jennifer Weiner,12,9781501133572,3,0,2022-06-12
10377,MALIBU RISING,Taylor Jenkins Reid,13,9781524798673,15,0,2022-06-12
10378,TWO NIGHTS IN LISBON,Chris Pavone,14,9780374604783,1,0,2022-06-12
10379,DREAM TOWN,David Baldacci,15,9781538719770,6,0,2022-06-12
10380,SPARRING PARTNERS,John Grisham,1,9780385549325,1,0,2022-06-19
10381,IT ENDS WITH US,Colleen Hoover,2,9781501110368,51,0,2022-06-19
10382,WHERE THE CRAWDADS SING,Delia Owens,3,9780735219106,163,0,2022-06-19
10383,BOOK LOVERS,Emily Henry,4,9780593334836,5,0,2022-06-19
10384,VERITY,Colleen Hoover,5,9781538724736,26,0,2022-06-19
10385,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,6,9781501161933,49,0,2022-06-19
10386,MEANT TO BE,Emily Giffin,7,9780425286647,1,0,2022-06-19
10387,UGLY LOVE,Colleen Hoover,8,9781476753188,21,0,2022-06-19
10388,NIGHTWORK,Nora Roberts,9,9781250278197,2,0,2022-06-19
